radius_m,temperature_kelvin,sample_depth_m,t_obs_s,regime,top_to_bottom_ratio,bottom_mass_fraction,used_homogeneous_short_circuit,used_equilibrated_short_circuit,used_method_c_fallback
5e-09,308.15,0.002,600.0,homogeneous,0.9939453260155016,0.05014436697081708,True,False,False
5e-09,308.15,0.002,3600.0,homogeneous,0.9939453260155016,0.05014436697081708,True,False,False
5e-09,308.15,0.002,14400.0,homogeneous,0.9939453260155016,0.05014436697081708,True,False,False
5e-09,308.15,0.002,86400.0,homogeneous,0.9939453260155016,0.05014436697081708,True,False,False
5e-09,308.15,0.002,604800.0,homogeneous,0.9939453260155016,0.05014436697081708,True,False,False
5e-09,308.15,0.01,60.0,homogeneous,0.9700910079717949,0.050724460132104444,True,False,False
5e-09,308.15,0.01,600.0,homogeneous,0.9700910079717949,0.050724460132104444,True,False,False
5e-09,308.15,0.01,3600.0,homogeneous,0.9700910079717949,0.050724460132104444,True,False,False
5e-09,308.15,0.01,14400.0,homogeneous,0.9700910079717949,0.050724460132104444,True,False,False
5e-09,308.15,0.01,86400.0,homogeneous,0.9700910079717949,0.050724460132104444,True,False,False
5e-09,308.15,0.01,604800.0,homogeneous,0.9700910079717949,0.050724460132104444,True,False,False
6.49828305903839e-09,278.15,0.0001,60.0,homogeneous,0.9992635177112267,0.050017499832304205,True,False,False
6.49828305903839e-09,278.15,0.0001,600.0,homogeneous,0.9992635177112267,0.050017499832304205,True,False,False
6.49828305903839e-09,278.15,0.0001,3600.0,homogeneous,0.9992635177112267,0.050017499832304205,True,False,False
6.49828305903839e-09,278.15,0.0001,14400.0,homogeneous,0.9992635177112267,0.050017499832304205,True,False,False
6.49828305903839e-09,278.15,0.0001,86400.0,homogeneous,0.9992635177112267,0.050017499832304205,True,False,False
6.49828305903839e-09,278.15,0.0001,604800.0,homogeneous,0.9992635177112267,0.050017499832304205,True,False,False
6.49828305903839e-09,278.15,0.0005,60.0,homogeneous,0.9963230086244954,0.05008753783191771,True,False,False
6.49828305903839e-09,278.15,0.0005,600.0,homogeneous,0.9963230086244954,0.05008753783191771,True,False,False
6.49828305903839e-09,278.15,0.0005,3600.0,homogeneous,0.9963230086244954,0.05008753783191771,True,False,False
6.49828305903839e-09,278.15,0.0005,14400.0,homogeneous,0.9963230086244954,0.05008753783191771,True,False,False
6.49828305903839e-09,278.15,0.0005,86400.0,homogeneous,0.9963230086244954,0.05008753783191771,True,False,False
6.49828305903839e-09,278.15,0.0005,604800.0,homogeneous,0.9963230086244954,0.05008753783191771,True,False,False
6.49828305903839e-09,278.15,0.001,60.0,homogeneous,0.9926595375145664,0.05017517232276515,True,False,False
6.49828305903839e-09,278.15,0.001,600.0,homogeneous,0.9926595375145664,0.05017517232276515,True,False,False
6.49828305903839e-09,278.15,0.001,3600.0,homogeneous,0.9926595375145664,0.05017517232276515,True,False,False
6.49828305903839e-09,278.15,0.001,14400.0,homogeneous,0.9926595375145664,0.05017517232276515,True,False,False
6.49828305903839e-09,278.15,0.001,86400.0,homogeneous,0.9926595375145664,0.05017517232276515,True,False,False
6.49828305903839e-09,278.15,0.001,604800.0,homogeneous,0.9926595375145664,0.05017517232276515,True,False,False
6.49828305903839e-09,278.15,0.002,60.0,homogeneous,0.9853729574186327,0.050350731166363294,True,False,False
6.49828305903839e-09,278.15,0.002,600.0,homogeneous,0.9853729574186327,0.050350731166363294,True,False,False
6.49828305903839e-09,278.15,0.002,3600.0,homogeneous,0.9853729574186327,0.050350731166363294,True,False,False
6.49828305903839e-09,278.15,0.002,14400.0,homogeneous,0.9853729574186327,0.050350731166363294,True,False,False
6.49828305903839e-09,278.15,0.002,86400.0,homogeneous,0.9853729574186327,0.050350731166363294,True,False,False
6.49828305903839e-09,278.15,0.002,604800.0,homogeneous,0.9853729574186327,0.050350731166363294,True,False,False
6.49828305903839e-09,278.15,0.01,60.0,homogeneous,0.9997028495120879,0.05000092320121094,False,False,False
6.49828305903839e-09,278.15,0.01,600.0,homogeneous,0.9983228036480302,0.05000922591445768,False,False,False
6.49828305903839e-09,278.15,0.01,3600.0,homogeneous,0.9955292842807598,0.05005103010562513,False,False,False
6.49828305903839e-09,278.15,0.01,14400.0,homogeneous,0.9909624686213508,0.05015136881779257,False,False,False
6.49828305903839e-09,278.15,0.01,86400.0,homogeneous,0.9779288392390949,0.050474228017816265,False,False,False
6.49828305903839e-09,278.15,0.01,604800.0,stratified,0.9450639666991603,0.05133464774118235,False,False,False
6.49828305903839e-09,283.15,0.0001,60.0,homogeneous,0.9992764420767853,0.050017192587079665,True,False,False
6.49828305903839e-09,283.15,0.0001,600.0,homogeneous,0.9992764420767853,0.050017192587079665,True,False,False
6.49828305903839e-09,283.15,0.0001,3600.0,homogeneous,0.9992764420767853,0.050017192587079665,True,False,False
6.49828305903839e-09,283.15,0.0001,14400.0,homogeneous,0.9992764420767853,0.050017192587079665,True,False,False
6.49828305903839e-09,283.15,0.0001,86400.0,homogeneous,0.9992764420767853,0.050017192587079665,True,False,False
6.49828305903839e-09,283.15,0.0001,604800.0,homogeneous,0.9992764420767853,0.050017192587079665,True,False,False
6.49828305903839e-09,283.15,0.0005,60.0,homogeneous,0.9963874419578927,0.050086000260061596,True,False,False
6.49828305903839e-09,283.15,0.0005,600.0,homogeneous,0.9963874419578927,0.050086000260061596,True,False,False
6.49828305903839e-09,283.15,0.0005,3600.0,homogeneous,0.9963874419578927,0.050086000260061596,True,False,False
6.49828305903839e-09,283.15,0.0005,14400.0,homogeneous,0.9963874419578927,0.050086000260061596,True,False,False
6.49828305903839e-09,283.15,0.0005,86400.0,homogeneous,0.9963874419578927,0.050086000260061596,True,False,False
6.49828305903839e-09,283.15,0.0005,604800.0,homogeneous,0.9963874419578927,0.050086000260061596,True,False,False
6.49828305903839e-09,283.15,0.001,60.0,homogeneous,0.9927879344913931,0.05017209381560454,True,False,False
6.49828305903839e-09,283.15,0.001,600.0,homogeneous,0.9927879344913931,0.05017209381560454,True,False,False
6.49828305903839e-09,283.15,0.001,3600.0,homogeneous,0.9927879344913931,0.05017209381560454,True,False,False
6.49828305903839e-09,283.15,0.001,14400.0,homogeneous,0.9927879344913931,0.05017209381560454,True,False,False
6.49828305903839e-09,283.15,0.001,86400.0,homogeneous,0.9927879344913931,0.05017209381560454,True,False,False
6.49828305903839e-09,283.15,0.001,604800.0,homogeneous,0.9927879344913931,0.05017209381560454,True,False,False
6.49828305903839e-09,283.15,0.002,60.0,homogeneous,0.9856278828716867,0.05034456070422839,True,False,False
6.49828305903839e-09,283.15,0.002,600.0,homogeneous,0.9856278828716867,0.05034456070422839,True,False,False
6.49828305903839e-09,283.15,0.002,3600.0,homogeneous,0.9856278828716867,0.05034456070422839,True,False,False
6.49828305903839e-09,283.15,0.002,14400.0,homogeneous,0.9856278828716867,0.05034456070422839,True,False,False
6.49828305903839e-09,283.15,0.002,86400.0,homogeneous,0.9856278828716867,0.05034456070422839,True,False,False
6.49828305903839e-09,283.15,0.002,604800.0,homogeneous,0.9856278828716867,0.05034456070422839,True,False,False
